,korean_word,english_translation,mandarin_translation,mandarin_pinyin,category,difficulty
5527,힘없다,weak; feeble; faint,无力，没力气，有气无力，手无缚鸡之力,wúlì，méilìqì，yǒuqìwúlì，shǒuwúfùjīzhīlì,외양,3
5528,새까맣다,pitch-dark; as black as a crow; as black as soot,乌黑，黝黑，漆黑,wūhēi，yǒuhēi，qīhēi,외양,3
5529,쌍꺼풀,double eyelid,双眼皮,shuāngyǎnpí,외양,3
5530,촉촉하다,wet; moist,潮湿，湿漉漉,cháoshī，shīlùlù,외양,3
5531,매력적,attractiveness,有魅力的,yǒumèilìde,외양,3
5532,감촉,touch; feel,触感，手感,chùgǎn，shǒugǎn,외양,3
5533,뾰족하다,pointed; sharp,尖，尖锐,jiān，jiānruì,외양,3
5534,활력,vitality; energy,活力,huólì,외양,3
5535,다이아몬드,diamond ,钻石,zuànshí,외양,3
5536,멋스럽다,stylish; fashionable ,优雅，漂亮，帅气,yōuyǎ，piàoliàng，shuàiqì,외양,3
5537,미남,handsome man; good-looking man,美男子，帅哥,měinánzi，shuàigē,외양,3
5538,왜소하다,tiny; undersized; dwarfish,矮小,ǎixiǎo,외양,3
5539,허옇다,dimly white,乳白，月白,rǔbái，yuèbái,외양,3
5540,미모,beautiful face; pretty features,美貌,měimào,외양,3
5541,수염,beard; whiskers,胡须,húxū,외양,3
5542,세다,turn white,花白，变白,huābái，biànbái,외양,3
5543,용모,face; facial look,容貌,róngmào,외양,3
5544,매력적,attractive,有魅力的，迷人的,yǒumèilìde，mírénde,외양,3
5545,헐렁하다,loose; baggy; slack,晃荡，宽松,huàngdàng，kuānsōng,외양,3
5546,감량,weight reduction; weight loss,减量，减轻分量,jiǎnliàng，jiǎnqīngfènliàng,외양,3
5547,깃,git,衣襟,yījīn,외양,3
5548,몸집,build,个头，身材,gètóu，shēncái,외양,3
5549,걸음걸이,one´s manner of walking,走姿	，脚步，步态,zǒuzī	，jiǎobù，bùtài,외양,3
5550,대머리,baldhead; being baldheaded,秃头，光头,tūtóu，guāngtóu,외양,3
5551,새파랗다,deep blue,蔚蓝,wèilán,외양,3
5552,주름살,wrinkle,皱纹,zhòuwén,외양,3
5553,색상,color; hue,色彩，色相,sècǎi，sèxiàng,외양,3
5554,콧날,bridge of the nose  ,鼻梁,bíliáng,외양,3
5555,모발,hair,头发,tóufà,외양,3
5556,넓적하다,wide and flat,宽绰，宽大,kuānchuò，kuāndà,외양,3
5557,새하얗다,pure-white; snow-white,雪白,xuěbái,외양,3
5558,네모나다,squared; quadrilateral,四方，方形,sìfāng，fāngxíng,외양,3
5559,복장,attired appearance,着装，穿着,zhuózhuāng，chuānzhe,외양,3
5560,납작하다,flat,扁，扁平,biǎn，biǎnpíng,외양,3
5561,색채,color,色彩,sècǎi,외양,3
5562,둥그렇다,round,圆圆的,yuányuánde,외양,3
5563,또렷하다,clear,清晰的，明确的,qīngxīde，míngquède,외양,3
5564,곱슬머리,curly hair,卷发，卷发的人,juǎnfà，juǎnfàderén,외양,3
5565,내복,thermal underwear,内衣,nèiyī,외양,3
5566,체격,build; frame,体格,tǐgé,외양,3
5567,바래다,fade; lose color,褪色，泛黄,tuìshǎi，fànhuáng,외양,3
5568,두텁다,close; reliable,厚，笃厚,hòu，dǔhòu,외양,3
5569,껴입다,dress in layers; bundle up,加穿，套穿,jiāchuān，tàochuān,외양,3
5570,차림,attire; appearance; outfit,穿戴，衣着，着装,chuāndài，yīzhuó，zhuózhuāng,외양,3
5571,화사하다,bright; radiant; gaily,明媚，华丽,míngmèi，huálì,외양,3
5572,사치,extravagance; lavishness,奢侈,shēchǐ,외양,3
5573,사치스럽다,extravagant; lavish,奢侈，奢靡，阔绰,shēchǐ，shēmí，kuòchuò,외양,3
5574,길쭉하다,longish,稍长,shāozhǎng,외양,3
5575,두툼하다,thick,厚实,hòushí,외양,3
5576,준수하다,attractive; well-built,俊秀,jùnxiù,외양,3
5577,재질,material,材质,cáizhì,외양,3
5578,남색,deep blue,深蓝色,shēnlánsè,외양,3
5579,저고리,jeogori,韩式短袄,hánshìduǎn'ǎo,외양,3
5580,착용,wear,穿，戴，系,chuān，dài，xì,외양,3
5581,미용,cosmetic treatment; beauty art,美容,měiróng,외양,3
5582,방수,being waterproof,防水,fángshuǐ,외양,3
5583,면,cotton,棉，棉布,mián，miánbù,외양,3
5584,-형,-hyeong,(无对应词汇),(wúduìyìngcíhuì),외양,3
5585,빗기다,have someone to comb,让梳,ràngshū,외양,3
5586,섬유,fiber,纤维,xiānwéi,외양,3
5587,옷감,cloth,衣料，布料,yīliào，bùliào,외양,3
5588,옷자락,hem,一摆，衣角，衣襟,yībǎi，yījiǎo，yījīn,외양,3
5589,청색,blue,靑色,qīngsè,외양,3
5590,장신구,ornament,首饰，装饰品,shǒushì，zhuāngshìpǐn,외양,3
5591,건장하다,bulky; sturdy,健壮,jiànzhuàng,외양,3
5592,겉보기,appearance,外表，外貌,wàibiǎo，wàimào,외양,3
5593,붉은색,red; red color,红色,hóngsè,외양,3
5594,체형,body type,体型,tǐxíng,외양,3
5595,흑색,black,黑色,hēisè,외양,3
5596,자태,figure; shape; chassis,姿态,zītài,외양,3
5597,보배,treasure,宝物，宝贝,bǎowù，bǎobèi,외양,3
5598,면도기,razor,剃须刀，刮脸刀，刮毛刀,tìxūdāo，guāliǎndāo，guāmáodāo,외양,3
5599,의생활,clothing habits,穿着，衣着文化,chuānzhe，yīzhuówénhuà,외양,3
5600,황색,being yellowish; straw color,黄色，黄,huángsè，huáng,외양,3
5601,윤,shine; gloss,光泽,guāngzé,외양,3
5602,외형적,being in appearance; being outside; being external ,外形的，外表的,wàixíngde，wàibiǎode,외양,3
5603,홍색,red; red color,暗红色,ànhóngsè,외양,3
5604,밑창,sole,鞋底,xiédǐ,외양,3
5605,푸른색,blue color; green color,蓝色，绿色,lánsè，lǜsè,외양,3
5606,외형적,external; physical,外形的,wàixíngde,외양,3
5607,털옷,fur robe; woolen robe,皮衣，毛衣,píyī，máoyī,외양,3
5608,꼬마,little boy; little girl; kid,小不点儿，小家伙,xiǎobùdiǎn'er，xiǎojiāhuo,인간관계,3
5609,아비,dad; father,他爸，他爹,tābà，tādiē,인간관계,3
5610,외동아들,only son,独生子,dúshēngzi,인간관계,3
5611,유대감,bond; fellowship,归属感,guīshǔgǎn,인간관계,3
5612,총각,bachelor; single man,小伙，小伙子，小年轻，未婚青年,xiǎohuǒ，xiǎohuǒzi，xiǎoniánqīng，wèihūnqīngnián,인간관계,3
5613,얕보다,devalue; disesteem,轻视，蔑视,qīngshì，mièshì,인간관계,3
5614,쩔쩔매다,struggle,手足无措，团团转,shǒuzúwúcuò，tuántuánzhuàn,인간관계,3
5615,양해,understanding; excuse,谅解,liàngjiě,인간관계,3
5616,꾸짖다,scold; rebuke,指责，责骂,zhǐzé，zémà,인간관계,3
5617,누이,sister,姐妹,jiěmèi,인간관계,3
5618,봐주다,understand; tolerate; turn a blind eye to,放一马，给面子，行方便，手下开恩,fàngyīmǎ，gěimiànzi，xíngfāngbiàn，shǒuxiàkāi'ēn,인간관계,3
5619,핏줄,blood vessel; vein; artery,血管,xuèguǎn,인간관계,3
5620,각별하다,special; extraordinary,特别，非同寻常，格外,tèbié，fēitóngxúncháng，géwài,인간관계,3
5621,폐,trouble,麻烦，打扰，打搅,máfán，dǎrǎo，dǎjiǎo,인간관계,3
5622,노총각,old bachelor,老单身汉，老光棍，大龄男青年,lǎodānshēnhàn，lǎoguānggùn，dàlíngnánqīngnián,인간관계,3
5623,외동딸,only daughter,独生女,dúshēngnǚ,인간관계,3
5624,얌체,free rider; selfish person,厚脸皮，厚颜无耻之人,hòuliǎnpí，hòuyánwúchǐzhīrén,인간관계,3
5625,마누라,wife,老婆,lǎopó,인간관계,3
5626,낯익다,familiar,面熟，面善,miànshú，miànshàn,인간관계,3
5627,티격태격하다,bicker with each other; quarrel,争吵，互不相让,zhēngchǎo，hùbùxiāngràng,인간관계,3
5628,다그치다,rush,加紧，赶，促进,jiājǐn，gǎn，cùjìn,인간관계,3
5629,으르다,threaten; scare,威胁，恐吓,wēixié，kǒnghè,인간관계,3
5630,노처녀,old maid; spinster,老姑娘，大龄女青年,lǎogūniáng，dàlíngnǚqīngnián,인간관계,3
5631,과부,widow,寡妇,guǎfù,인간관계,3
5632,노릇,job; work,工作，事，玩意,gōngzuò，shì，wányì,인간관계,3
5633,또래,peer,同龄人，同辈人,tónglíngrén，tóngbèirén,인간관계,3
5634,권위적,authoritative; overbearing,专制的，专制型的,zhuānzhìde，zhuānzhìxíngde,인간관계,3
5635,대,lineage; family tree,代,dài,인간관계,3
5636,가문,family; clan,家族,jiāzú,인간관계,3
5637,새댁,newlywed bride,(无对应词汇),(wúduìyìngcíhuì),인간관계,3
5638,벗,friend,朋友，友人,péngyǒu，yǒurén,인간관계,3
5639,무례,rudeness; disrespect,无礼，没有礼貌,wúlǐ，méiyǒulǐmào,인간관계,3
5640,끈끈하다,sticky,粘粘的，粘糊糊的,zhānzhānde，zhānhūhūde,인간관계,3
5641,예전,past; old days,很久以前,hěnjiǔyǐqián,인간관계,3
5642,피차,both; each other,彼此,bǐcǐ,인간관계,3
5643,장례,funeral,葬礼,zànglǐ,인간관계,3
5644,주례,officiating,主持,zhǔchí,인간관계,3
5645,환갑,age 60; 60th birthday,花甲,huājiǎ,인간관계,3
5646,고인,dead person; the deceased,逝者，故人,shìzhě，gùrén,인간관계,3
5647,여사,Mrs.,女士,nǚshì,인간관계,3
5648,기만,deception,欺瞒，欺骗，欺诈，诈骗,qīmán，qīpiàn，qīzhà，zhàpiàn,인간관계,3
5649,차례,charye,祭祀,jìsì,인간관계,3
5650,경청,listening attentively; listening courteously; being all ears,倾听,qīngtīng,인간관계,3
5651,등지다,become estranged,闹翻，不和,nàofān，bùhé,인간관계,3
5652,옹기종기,in a huddle	,大大小小地,dàdàxiǎoxiǎodì,인간관계,3
5653,따돌리다,exclude,排挤，排斥,páijǐ，páichì,인간관계,3
5654,집사람,wife,内人,nèirén,인간관계,3
5655,결별,separation; breakup; split,决裂，分道扬镳,juéliè，fēndàoyángbiāo,인간관계,3
5656,뒷바라지,care,照料，伺候，后援,zhàoliào，cìhòu，hòuyuán,인간관계,3
5657,사교,socializing; social life; being social,社交,shèjiāo,인간관계,3
5658,우대,favorable treatment; hospitality,优待,yōudài,인간관계,3
5659,대,(no equivalent expression),(无对应词汇),(wúduìyìngcíhuì),인간관계,3
5660,혼인,marriage; wedding,婚姻，结婚,hūnyīn，jiéhūn,인간관계,3
5661,피로연,banquet; reception,喜宴,xǐyàn,인간관계,3
5662,대들다,defy; resist,顶撞，顶嘴,dǐngzhuàng，dǐngzuǐ,인간관계,3
5663,성인,saint; holy man,圣人，圣贤,shèngrén，shèngxián,인간관계,3
5664,본명,real name,本名，原名,běnmíng，yuánmíng,인간관계,3
5665,교제,dating; relationship,交往,jiāowǎng,인간관계,3
5666,신세,debt of gratitude,关照，恩情，麻烦，打搅,guānzhào，ēnqíng，máfán，dǎjiǎo,인간관계,3
5667,오누이,brother and sister,兄妹,xiōngmèi,인간관계,3
5668,신의,fidelity; truthfulness,信义，义气,xìnyì，yìqì,인간관계,3
5669,야단치다,scold; punish,训斥，叱责,xùnchì，chìzé,인간관계,3
5670,감언이설,sweet talk,甜言蜜语，花言巧语,tiányánmìyǔ，huāyánqiǎoyǔ,인간관계,3
5671,군,gun,君,jūn,인간관계,3
5672,서먹하다,awkward,生分，陌生，拘谨,shēngfēn，mòshēng，jūjǐn,인간관계,3
5673,상의,discussion,商量，商议，讨论,shāngliáng，shāngyì，tǎolùn,인간관계,3
5674,연하,being younger; younger person,年龄小，年纪轻,niánlíngxiǎo，niánjìqīng,인간관계,3
5675,천생연분,soulmate,天作之合，天生一对,tiānzuòzhīhé，tiānshēngyíduì,인간관계,3
5676,길들이다,tame; domesticate,驯服,xùnfú,인간관계,3
5677,여의다,be bereaved of; lose; be bereft of,失去，死别,shīqù，sǐbié,인간관계,3
5678,야단맞다,be scolded; be punished,被训斥，被叱责,bèixùnchì，bèichìzé,인간관계,3
5679,이상형,ideal type,理想型,lǐxiǎngxíng,인간관계,3
5680,조의금,condolence money,赙金,fùjīn,인간관계,3
5681,권위적,being authoritative,专制的，专制型的,zhuānzhìde，zhuānzhìxíngde,인간관계,3
5682,성묘,visit to one's ancestral grave,扫墓，上坟,sǎomù，shàngfén,인간관계,3
5683,단결,solidarity; unity; union,团结,tuánjié,인간관계,3
5684,왕따,bullying; outcast,孤立，边缘化，边缘人，被排斥者,gūlì，biānyuánhuà，biānyuánrén，bèipáichìzhě,인간관계,3
5685,내치다,throw away,甩，拂,shuǎi，fú,인간관계,3
5686,돈독하다,close; reliable,淳厚，密切,chúnhòu，mìqiè,인간관계,3
5687,맏이,firstborn,老大,lǎodà,인간관계,3
5688,섬기다,serve,侍奉，奉养,shìfèng，fèngyǎng,인간관계,3
5689,회갑,one's sixtieth birthday; the age of sixty,花甲，花甲之年，六十岁,huājiǎ，huājiǎzhīnián，liùshísuì,인간관계,3
5690,동행,accompanying,同行，同去，同路,tóngháng，tóngqù，tónglù,인간관계,3
5691,위계질서,order of rank; hierarchy,上下秩序，官阶秩序,shàngxiàzhìxù，guānjiēzhìxù,인간관계,3
5692,긴밀하다,close; intimate,紧密，亲密,jǐnmì，qīnmì,인간관계,3
5693,상견례,first meeting,见面礼，见面仪式,jiànmiànlǐ，jiànmiànyíshì,인간관계,3
5694,현모양처,wise mother and good wife,良母贤妻,liángmǔxiánqī,인간관계,3
5695,리더십,leadership,领导力，领导能力,lǐngdǎolì，lǐngdǎonénglì,인간관계,3
5696,학벌,academic background; educational background,学历，母校的社会地位,xuélì，mǔxiàodeshèhuìdìwèi,인간관계,3
5697,조문,paying tribute,吊唁，吊丧,diàoyàn，diàosāng,인간관계,3
5698,형부,brother-in-law,姐夫,jiěfū,인간관계,3
5699,학번,student ID number,学号,xuéhào,인간관계,3
5700,배신,betrayal; treachery,背叛,bèipàn,인간관계,3
5701,애칭,pet name; nickname,爱称，昵称,àichēng，nìchēng,인간관계,3
5702,중매,matchmaking,说媒，做媒,shuōméi，zuòméi,인간관계,3
5703,친화,harmony; friendship; affinity,亲和,qīnhé,인간관계,3
5704,푸대접,poor treatment,怠慢，冷落 ，亏待，冷遇,dàimàn，lěngluò ，kuīdài，lěngyù,인간관계,3
5705,대장,head; leader,队长,duìzhǎng,인간관계,3
5706,하객,guest; visitor,贺客，宾客,hèkè，bīnkè,인간관계,3
5707,자손,sons and grandsons,子孙,zǐsūn,인간관계,3
5708,상봉,meeting; reunion,相逢,xiāngféng,인간관계,3
5709,터놓다,open; clear,打开，敞开,dǎkāi，chǎngkāi,인간관계,3
5710,양,Ms.,(无对应词汇),(wúduìyìngcíhuì),인간관계,3
5711,연말연시,year-end and New Year's,岁末年初，年末年初,suìmòniánchū，niánmòniánchū,인간관계,3
5712,출생,birth,出生，出世,chūshēng，chūshì,인간관계,3
5713,선,blind date with a potential spouse,相亲,xiāngqīn,인간관계,3
5714,불화,disharmony; discord,不和，不和睦,bùhé，bùhémù,인간관계,3
5715,친지,close friend,亲朋好友，熟人,qīnpénghǎoyǒu，shúrén,인간관계,3
5716,고,the late,故，已故,gù，yǐgù,인간관계,3
5717,구박,abuse; harrassment,虐待，刁难，折磨,nüèdài，diāonàn，zhémó,인간관계,3
5718,연장자,older person; one's senior,长者，长辈,zhǎngzhě，zhǎngbèi,인간관계,3
5719,지인,acquaintance,熟人,shúrén,인간관계,3
5720,절친하다,close,亲密,qīnmì,인간관계,3
5721,혈연,blood relation; blood ties,血缘,xuèyuán,인간관계,3
5722,군,gun,(无对应词汇),(wúduìyìngcíhuì),인간관계,3
5723,삼삼오오,being in twos and threes; being in groups; being in knots,三三五五，三五成群,sānsānwǔwǔ，sānwǔchéngqún,인간관계,3
5724,년생,nyeonsaeng,(无对应词汇),(wúduìyìngcíhuì),인간관계,3
5725,친분,closeness; friendship,交情,jiāoqíng,인간관계,3
5726,대등,being equal; being even,对等，势均力敌,duìděng，shìjūnlìdí,인간관계,3
5727,상부상조,mutual help; mutual aid,互补互助,hùbǔhùzhù,인간관계,3
5728,부양,support,赡养，抚养,shànyǎng，fǔyǎng,인간관계,3
5729,오붓하다,peaceful; comfortable,和睦,hémù,인간관계,3
5730,밀어주다,help; support; back,推一把，支持,tuīyībǎ，zhīchí,인간관계,3
5731,동성,same sex,同性,tóngxìng,인간관계,3
5732,참견,interference,参与，干预，过问，插嘴,cānyù，gānyù，guòwèn，chāzuǐ,인간관계,3
5733,커플,couple,情侣,qínglǚ,인간관계,3
5734,백년해로,married couple growing old together,百年偕老，白头偕老,bǎiniánxiélǎo，báitóuxiélǎo,인간관계,3
5735,맞장구,agreement,随声附和，一唱一和，应和,suíshēngfùhè，yīchàngyīhè，yìnghè,인간관계,3
5736,불효자,undutiful child; unfilial child,不孝子，不孝之子，逆子,bùxiàozi，bùxiàozhīzi，nìzi,인간관계,3
5737,모친,mother,母亲,mǔqīn,인간관계,3
5738,따돌림,bullying,排挤，排斥，孤立，欺负,páijǐ，páichì，gūlì，qīfù,인간관계,3
5739,처가,wife's home,岳家,yuèjiā,인간관계,3
5740,효녀,filial daughter; devoted daughter,孝女,xiàonǚ,인간관계,3
5741,대인,being face-to-face,对人,duìrén,인간관계,3
5742,편들다,side with; be on someone's side,偏袒，袒护，偏向,piāntǎn，tǎnhù，piānxiàng,인간관계,3
